VMV_CODE,VARIABLE_CODE,VARIABLE,VARIABLE_FR,VARIABLE_TYPE,VARIABLE_TYPE_FR,UNIT_UNITÉ,UNIT_NAME,UNITÉ_NOM,METHOD_CODE,METHOD_TITLE,MÉTHODE_TITRE
"6868","3849","CL4-PCB-79","CL4-BPC-79","PCB","BPC","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","3700","AXYS METHOD MLA-007: ANALYTICAL METHOD FOR THE DETERMINATION OF PCB AROCLORS, TOTAL PCBS AND PCB CONGENERS, CHLORINATED PESTICIDES, CHLOROBENZENES, TECHNICAL TOXAPHENE, TOXAPHENE CONGENERS/PARLARS IN SOLID SAMPLES BY GC/MS",""
"6869","4549","3,4,4',5-TETRACHLOROBIPHENYL (PCB 81)","3,4,4',5-TÉTRACHLOROBIPHÉNYLE (BPC 81)","PCB","BPC","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","3700","AXYS METHOD MLA-007: ANALYTICAL METHOD FOR THE DETERMINATION OF PCB AROCLORS, TOTAL PCBS AND PCB CONGENERS, CHLORINATED PESTICIDES, CHLOROBENZENES, TECHNICAL TOXAPHENE, TOXAPHENE CONGENERS/PARLARS IN SOLID SAMPLES BY GC/MS",""
"6870","4417","2,2',3,3',4-PENTACHLOROBIPHENYL (PCB 82)","2,2',3,3',4-PENTACHLOROBIPHÉNYLE (BPC 82)","PCB","BPC","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","3700","AXYS METHOD MLA-007: ANALYTICAL METHOD FOR THE DETERMINATION OF PCB AROCLORS, TOTAL PCBS AND PCB CONGENERS, CHLORINATED PESTICIDES, CHLOROBENZENES, TECHNICAL TOXAPHENE, TOXAPHENE CONGENERS/PARLARS IN SOLID SAMPLES BY GC/MS",""
"6871","1753","PCB 83/108","BPC 83/108","PCB","BPC","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","3700","AXYS METHOD MLA-007: ANALYTICAL METHOD FOR THE DETERMINATION OF PCB AROCLORS, TOTAL PCBS AND PCB CONGENERS, CHLORINATED PESTICIDES, CHLOROBENZENES, TECHNICAL TOXAPHENE, TOXAPHENE CONGENERS/PARLARS IN SOLID SAMPLES BY GC/MS",""
"6872","1274","1,2,4-TRICHLORO-3-(2,3-DICHLOROPHENYL)BENZENE (PCB 84)","1,2,4-TRICHLORO-3-(2,3-DICHLOROPHÉNYL)BENZÈNE (BPC 84)","PCB","BPC","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","3700","AXYS METHOD MLA-007: ANALYTICAL METHOD FOR THE DETERMINATION OF PCB AROCLORS, TOTAL PCBS AND PCB CONGENERS, CHLORINATED PESTICIDES, CHLOROBENZENES, TECHNICAL TOXAPHENE, TOXAPHENE CONGENERS/PARLARS IN SOLID SAMPLES BY GC/MS",""
"6873","1757","PCB 85/120","BPC 85/120","PCB","BPC","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","3700","AXYS METHOD MLA-007: ANALYTICAL METHOD FOR THE DETERMINATION OF PCB AROCLORS, TOTAL PCBS AND PCB CONGENERS, CHLORINATED PESTICIDES, CHLOROBENZENES, TECHNICAL TOXAPHENE, TOXAPHENE CONGENERS/PARLARS IN SOLID SAMPLES BY GC/MS",""
"6874","1275","1,2,3,4-TETRACHLORO-5-(2-CHLOROPHENYL)BENZENE/1,2,4-TRICHLORO-5-(2,3-DICHLOROPHENYL)BENZENE (PCB 86/97)","1,2,3,4-TÉTRACHLORO-5-(2-CHLOROPHÉNYL)BENZÈNE/1,2,4-TRICHLORO-5-(2,3-DICHLOROPHÉNYL)BENZÈNE (BPC 86/97)","PCB","BPC","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","3700","AXYS METHOD MLA-007: ANALYTICAL METHOD FOR THE DETERMINATION OF PCB AROCLORS, TOTAL PCBS AND PCB CONGENERS, CHLORINATED PESTICIDES, CHLOROBENZENES, TECHNICAL TOXAPHENE, TOXAPHENE CONGENERS/PARLARS IN SOLID SAMPLES BY GC/MS",""
"6875","1756","PCB 87/115/116","BPC 87/115/116","PCB","BPC","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","3700","AXYS METHOD MLA-007: ANALYTICAL METHOD FOR THE DETERMINATION OF PCB AROCLORS, TOTAL PCBS AND PCB CONGENERS, CHLORINATED PESTICIDES, CHLOROBENZENES, TECHNICAL TOXAPHENE, TOXAPHENE CONGENERS/PARLARS IN SOLID SAMPLES BY GC/MS",""
"6876","1749","PCB 88/121","BPC 88/121","PCB","BPC","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","3700","AXYS METHOD MLA-007: ANALYTICAL METHOD FOR THE DETERMINATION OF PCB AROCLORS, TOTAL PCBS AND PCB CONGENERS, CHLORINATED PESTICIDES, CHLOROBENZENES, TECHNICAL TOXAPHENE, TOXAPHENE CONGENERS/PARLARS IN SOLID SAMPLES BY GC/MS",""
"6877","1750","PCB 90/101/89","BPC 90/101/89","PCB","BPC","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","3700","AXYS METHOD MLA-007: ANALYTICAL METHOD FOR THE DETERMINATION OF PCB AROCLORS, TOTAL PCBS AND PCB CONGENERS, CHLORINATED PESTICIDES, CHLOROBENZENES, TECHNICAL TOXAPHENE, TOXAPHENE CONGENERS/PARLARS IN SOLID SAMPLES BY GC/MS",""
"6878","1574","2,2',3,4',6-PENTACHLOROBIPHENYL (PCB 91)","2,2',3,4',6-PENTACHLOROBIPHÉNYLE (BPC 91)","PCB","BPC","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","3700","AXYS METHOD MLA-007: ANALYTICAL METHOD FOR THE DETERMINATION OF PCB AROCLORS, TOTAL PCBS AND PCB CONGENERS, CHLORINATED PESTICIDES, CHLOROBENZENES, TECHNICAL TOXAPHENE, TOXAPHENE CONGENERS/PARLARS IN SOLID SAMPLES BY GC/MS",""
"6879","1277","1,2,5-TRICHLORO-3-(2,5-DICHLOROPHENYL)BENZENE (PCB 92)","1,2,5-TRICHLORO-3-(2,5-DICHLOROPHÉNYL)BENZÈNE (BPC 92)","PCB","BPC","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","3700","AXYS METHOD MLA-007: ANALYTICAL METHOD FOR THE DETERMINATION OF PCB AROCLORS, TOTAL PCBS AND PCB CONGENERS, CHLORINATED PESTICIDES, CHLOROBENZENES, TECHNICAL TOXAPHENE, TOXAPHENE CONGENERS/PARLARS IN SOLID SAMPLES BY GC/MS",""
"6880","1748","PCB 95/93","BPC 95/93","PCB","BPC","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","3700","AXYS METHOD MLA-007: ANALYTICAL METHOD FOR THE DETERMINATION OF PCB AROCLORS, TOTAL PCBS AND PCB CONGENERS, CHLORINATED PESTICIDES, CHLOROBENZENES, TECHNICAL TOXAPHENE, TOXAPHENE CONGENERS/PARLARS IN SOLID SAMPLES BY GC/MS",""
"6881","3852","CL5-PCB-94","CL5-BPC-94","PCB","BPC","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","3700","AXYS METHOD MLA-007: ANALYTICAL METHOD FOR THE DETERMINATION OF PCB AROCLORS, TOTAL PCBS AND PCB CONGENERS, CHLORINATED PESTICIDES, CHLOROBENZENES, TECHNICAL TOXAPHENE, TOXAPHENE CONGENERS/PARLARS IN SOLID SAMPLES BY GC/MS",""
"6882","3851","CL5-PCB-96","CL5-BPC-96","PCB","BPC","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","3700","AXYS METHOD MLA-007: ANALYTICAL METHOD FOR THE DETERMINATION OF PCB AROCLORS, TOTAL PCBS AND PCB CONGENERS, CHLORINATED PESTICIDES, CHLOROBENZENES, TECHNICAL TOXAPHENE, TOXAPHENE CONGENERS/PARLARS IN SOLID SAMPLES BY GC/MS",""
"6883","1747","PCB 98/102","BPC 98/102","PCB","BPC","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","3700","AXYS METHOD MLA-007: ANALYTICAL METHOD FOR THE DETERMINATION OF PCB AROCLORS, TOTAL PCBS AND PCB CONGENERS, CHLORINATED PESTICIDES, CHLOROBENZENES, TECHNICAL TOXAPHENE, TOXAPHENE CONGENERS/PARLARS IN SOLID SAMPLES BY GC/MS",""
"6884","1571","2,2',4,4',5-PENTACHLOROBIPHENYL (PCB 99)","2,2',4,4',5-PENTACHLOROBIPHÉNYLE (BPC 99)","PCB","BPC","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","3700","AXYS METHOD MLA-007: ANALYTICAL METHOD FOR THE DETERMINATION OF PCB AROCLORS, TOTAL PCBS AND PCB CONGENERS, CHLORINATED PESTICIDES, CHLOROBENZENES, TECHNICAL TOXAPHENE, TOXAPHENE CONGENERS/PARLARS IN SOLID SAMPLES BY GC/MS",""
"6885","1257","1,3,5-TRICHLORO-2-(2,4-DICHLOROPHENYL)BENZENE (PCB 100)","1,3,5-TRICHLORO-2-(2,4-DICHLOROPHÉNYL)BENZÈNE (BPC 100)","PCB","BPC","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","3700","AXYS METHOD MLA-007: ANALYTICAL METHOD FOR THE DETERMINATION OF PCB AROCLORS, TOTAL PCBS AND PCB CONGENERS, CHLORINATED PESTICIDES, CHLOROBENZENES, TECHNICAL TOXAPHENE, TOXAPHENE CONGENERS/PARLARS IN SOLID SAMPLES BY GC/MS",""
"6886","3645","PCB 103","BPC 103","PCB","BPC","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","3700","AXYS METHOD MLA-007: ANALYTICAL METHOD FOR THE DETERMINATION OF PCB AROCLORS, TOTAL PCBS AND PCB CONGENERS, CHLORINATED PESTICIDES, CHLOROBENZENES, TECHNICAL TOXAPHENE, TOXAPHENE CONGENERS/PARLARS IN SOLID SAMPLES BY GC/MS",""
"6887","3780","CL5-PCB-104","CL5-BPC-104","PCB","BPC","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","3700","AXYS METHOD MLA-007: ANALYTICAL METHOD FOR THE DETERMINATION OF PCB AROCLORS, TOTAL PCBS AND PCB CONGENERS, CHLORINATED PESTICIDES, CHLOROBENZENES, TECHNICAL TOXAPHENE, TOXAPHENE CONGENERS/PARLARS IN SOLID SAMPLES BY GC/MS",""
"6888","1760","PCB 105/127","BPC 105/127","PCB","BPC","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","3700","AXYS METHOD MLA-007: ANALYTICAL METHOD FOR THE DETERMINATION OF PCB AROCLORS, TOTAL PCBS AND PCB CONGENERS, CHLORINATED PESTICIDES, CHLOROBENZENES, TECHNICAL TOXAPHENE, TOXAPHENE CONGENERS/PARLARS IN SOLID SAMPLES BY GC/MS",""
"6889","1764","PCB 118/106","BPC 118/106","PCB","BPC","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","3700","AXYS METHOD MLA-007: ANALYTICAL METHOD FOR THE DETERMINATION OF PCB AROCLORS, TOTAL PCBS AND PCB CONGENERS, CHLORINATED PESTICIDES, CHLOROBENZENES, TECHNICAL TOXAPHENE, TOXAPHENE CONGENERS/PARLARS IN SOLID SAMPLES BY GC/MS",""
"6890","1759","PCB 107/109","BPC 107/109","PCB","BPC","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","3700","AXYS METHOD MLA-007: ANALYTICAL METHOD FOR THE DETERMINATION OF PCB AROCLORS, TOTAL PCBS AND PCB CONGENERS, CHLORINATED PESTICIDES, CHLOROBENZENES, TECHNICAL TOXAPHENE, TOXAPHENE CONGENERS/PARLARS IN SOLID SAMPLES BY GC/MS",""
"6891","1567","2,3,3',4',6-PENTACHLOROBIPHENYL (PCB 110)","2,3,3',4',6-PENTACHLOROBIPHÉNYLE (BPC 110)","PCB","BPC","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","3700","AXYS METHOD MLA-007: ANALYTICAL METHOD FOR THE DETERMINATION OF PCB AROCLORS, TOTAL PCBS AND PCB CONGENERS, CHLORINATED PESTICIDES, CHLOROBENZENES, TECHNICAL TOXAPHENE, TOXAPHENE CONGENERS/PARLARS IN SOLID SAMPLES BY GC/MS",""
"6892","1755","PCB 111/117","BPC 111/117","PCB","BPC","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","3700","AXYS METHOD MLA-007: ANALYTICAL METHOD FOR THE DETERMINATION OF PCB AROCLORS, TOTAL PCBS AND PCB CONGENERS, CHLORINATED PESTICIDES, CHLOROBENZENES, TECHNICAL TOXAPHENE, TOXAPHENE CONGENERS/PARLARS IN SOLID SAMPLES BY GC/MS",""
"6893","3859","CL5-PCB-112","CL5-BPC-112","PCB","BPC","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","3700","AXYS METHOD MLA-007: ANALYTICAL METHOD FOR THE DETERMINATION OF PCB AROCLORS, TOTAL PCBS AND PCB CONGENERS, CHLORINATED PESTICIDES, CHLOROBENZENES, TECHNICAL TOXAPHENE, TOXAPHENE CONGENERS/PARLARS IN SOLID SAMPLES BY GC/MS",""
"6894","1751","PCB 113","BPC 113","PCB","BPC","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","3700","AXYS METHOD MLA-007: ANALYTICAL METHOD FOR THE DETERMINATION OF PCB AROCLORS, TOTAL PCBS AND PCB CONGENERS, CHLORINATED PESTICIDES, CHLOROBENZENES, TECHNICAL TOXAPHENE, TOXAPHENE CONGENERS/PARLARS IN SOLID SAMPLES BY GC/MS",""
"6895","1565","2,3,4,4',5-PENTACHLOROBIPHENYL (PCB 114)","2,3,4,4',5-PENTACHLOROBIPHÉNYLE (BPC 114)","PCB","BPC","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","3700","AXYS METHOD MLA-007: ANALYTICAL METHOD FOR THE DETERMINATION OF PCB AROCLORS, TOTAL PCBS AND PCB CONGENERS, CHLORINATED PESTICIDES, CHLOROBENZENES, TECHNICAL TOXAPHENE, TOXAPHENE CONGENERS/PARLARS IN SOLID SAMPLES BY GC/MS",""
"6896","1752","PCB 119","BPC 119","PCB","BPC","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","3700","AXYS METHOD MLA-007: ANALYTICAL METHOD FOR THE DETERMINATION OF PCB AROCLORS, TOTAL PCBS AND PCB CONGENERS, CHLORINATED PESTICIDES, CHLOROBENZENES, TECHNICAL TOXAPHENE, TOXAPHENE CONGENERS/PARLARS IN SOLID SAMPLES BY GC/MS",""
"6897","3870","CL5-PCB-122","CL5-BPC-122","PCB","BPC","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","3700","AXYS METHOD MLA-007: ANALYTICAL METHOD FOR THE DETERMINATION OF PCB AROCLORS, TOTAL PCBS AND PCB CONGENERS, CHLORINATED PESTICIDES, CHLOROBENZENES, TECHNICAL TOXAPHENE, TOXAPHENE CONGENERS/PARLARS IN SOLID SAMPLES BY GC/MS",""
"6898","4553","2',3,4,4',5-PENTACHLOROBIPHENYL (PCB 123)","2',3,4,4',5-PENTACHLOROBIPHÉNYLE (BPC 123)","PCB","BPC","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","3700","AXYS METHOD MLA-007: ANALYTICAL METHOD FOR THE DETERMINATION OF PCB AROCLORS, TOTAL PCBS AND PCB CONGENERS, CHLORINATED PESTICIDES, CHLOROBENZENES, TECHNICAL TOXAPHENE, TOXAPHENE CONGENERS/PARLARS IN SOLID SAMPLES BY GC/MS",""
"6899","1758","PCB 124","BPC 124","PCB","BPC","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","3700","AXYS METHOD MLA-007: ANALYTICAL METHOD FOR THE DETERMINATION OF PCB AROCLORS, TOTAL PCBS AND PCB CONGENERS, CHLORINATED PESTICIDES, CHLOROBENZENES, TECHNICAL TOXAPHENE, TOXAPHENE CONGENERS/PARLARS IN SOLID SAMPLES BY GC/MS",""
"6900","1754","PCB 125","BPC 125","PCB","BPC","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","3700","AXYS METHOD MLA-007: ANALYTICAL METHOD FOR THE DETERMINATION OF PCB AROCLORS, TOTAL PCBS AND PCB CONGENERS, CHLORINATED PESTICIDES, CHLOROBENZENES, TECHNICAL TOXAPHENE, TOXAPHENE CONGENERS/PARLARS IN SOLID SAMPLES BY GC/MS",""
"6902","490","CARBON PARTICULATE ORGANIC","CARBONE ORGANIQUE PARTICULAIRE","CARBON","CARBONE","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","210","THERMAL CONDUCTIVITY METHOD FOR MEASURING PARTICULATE CO2 AND N2.","MÉTHODE PAR CONDUCTIVITÉ THERMALE - DÉTERMINATION DE CO2 ET N2 PARTICULAIRES."
"6906","1095","3,3',4,4'5-PENTACHLOROBIPHENYL (PCB 126)","3,3',4,4'5-PENTACHLOROBIPHÉNYLE (BPC 126)","PCB","BPC","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","3700","AXYS METHOD MLA-007: ANALYTICAL METHOD FOR THE DETERMINATION OF PCB AROCLORS, TOTAL PCBS AND PCB CONGENERS, CHLORINATED PESTICIDES, CHLOROBENZENES, TECHNICAL TOXAPHENE, TOXAPHENE CONGENERS/PARLARS IN SOLID SAMPLES BY GC/MS",""
"6907","1096","2,2'3,3',4,4'-HEXACHLOROBIPHENYL (PCB 128)","2,2'3,3',4,4'-HEXACHLOROBIPHÉNYLE (BPC 128)","PCB","BPC","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","3700","AXYS METHOD MLA-007: ANALYTICAL METHOD FOR THE DETERMINATION OF PCB AROCLORS, TOTAL PCBS AND PCB CONGENERS, CHLORINATED PESTICIDES, CHLOROBENZENES, TECHNICAL TOXAPHENE, TOXAPHENE CONGENERS/PARLARS IN SOLID SAMPLES BY GC/MS",""
"6908","1553","2,2',3,3',4,5-HEXACHLOROBIPHENYL (PCB 129)","2,2',3,3',4,5-HEXACHLOROBIPHÉNYLE (BPC 129)","PCB","BPC","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","3700","AXYS METHOD MLA-007: ANALYTICAL METHOD FOR THE DETERMINATION OF PCB AROCLORS, TOTAL PCBS AND PCB CONGENERS, CHLORINATED PESTICIDES, CHLOROBENZENES, TECHNICAL TOXAPHENE, TOXAPHENE CONGENERS/PARLARS IN SOLID SAMPLES BY GC/MS",""
"6909","1556","2,2',3,3',4,5'-HEXACHLOROBIPHENYL (PCB 130)","2,2',3,3',4,5'-HEXACHLOROBIPHÉNYLE (BPC 130)","PCB","BPC","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","3700","AXYS METHOD MLA-007: ANALYTICAL METHOD FOR THE DETERMINATION OF PCB AROCLORS, TOTAL PCBS AND PCB CONGENERS, CHLORINATED PESTICIDES, CHLOROBENZENES, TECHNICAL TOXAPHENE, TOXAPHENE CONGENERS/PARLARS IN SOLID SAMPLES BY GC/MS",""
"6910","1987","2,2',3,3',4,6-HEXACHLOROBIPHENYL (PCB 131)/2,2',3,4,5,6-HEXACHLOROBIPHENYL (PCB 142)","2,2',3,3',4,6-HEXACHLOROBIPHÉNYLE (BPC 131)/2,2',3,4,5,6-HEXACHLOROBIPHÉNYLE (BPC 142)","PCB","BPC","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","3700","AXYS METHOD MLA-007: ANALYTICAL METHOD FOR THE DETERMINATION OF PCB AROCLORS, TOTAL PCBS AND PCB CONGENERS, CHLORINATED PESTICIDES, CHLOROBENZENES, TECHNICAL TOXAPHENE, TOXAPHENE CONGENERS/PARLARS IN SOLID SAMPLES BY GC/MS",""
"6911","1765","PCB 132/168","BPC 132/168","PCB","BPC","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","3700","AXYS METHOD MLA-007: ANALYTICAL METHOD FOR THE DETERMINATION OF PCB AROCLORS, TOTAL PCBS AND PCB CONGENERS, CHLORINATED PESTICIDES, CHLOROBENZENES, TECHNICAL TOXAPHENE, TOXAPHENE CONGENERS/PARLARS IN SOLID SAMPLES BY GC/MS",""
"6912","490","CARBON PARTICULATE ORGANIC","CARBONE ORGANIQUE PARTICULAIRE","CARBON","CARBONE","%","PERCENT","POURCENTAGE","210","THERMAL CONDUCTIVITY METHOD FOR MEASURING PARTICULATE CO2 AND N2.","MÉTHODE PAR CONDUCTIVITÉ THERMALE - DÉTERMINATION DE CO2 ET N2 PARTICULAIRES."
"6913","3882","CL6-PCB-133","CL6-BPC-133","PCB","BPC","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","3700","AXYS METHOD MLA-007: ANALYTICAL METHOD FOR THE DETERMINATION OF PCB AROCLORS, TOTAL PCBS AND PCB CONGENERS, CHLORINATED PESTICIDES, CHLOROBENZENES, TECHNICAL TOXAPHENE, TOXAPHENE CONGENERS/PARLARS IN SOLID SAMPLES BY GC/MS",""
"6914","3879","CL6-PCB-134/143","CL6-BPC-134/143","PCB","BPC","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","3700","AXYS METHOD MLA-007: ANALYTICAL METHOD FOR THE DETERMINATION OF PCB AROCLORS, TOTAL PCBS AND PCB CONGENERS, CHLORINATED PESTICIDES, CHLOROBENZENES, TECHNICAL TOXAPHENE, TOXAPHENE CONGENERS/PARLARS IN SOLID SAMPLES BY GC/MS",""
"6915","1562","2,2',3,3',5,6'/2,2',3,4,5',6-HEXACHLOROBIPHENYL (PCB 135/144)","2,2',3,3',5,6'/2,2',3,4,5',6-HEXACHLOROBIPHÉNYLE (BPC 135/144)","PCB","BPC","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","3700","AXYS METHOD MLA-007: ANALYTICAL METHOD FOR THE DETERMINATION OF PCB AROCLORS, TOTAL PCBS AND PCB CONGENERS, CHLORINATED PESTICIDES, CHLOROBENZENES, TECHNICAL TOXAPHENE, TOXAPHENE CONGENERS/PARLARS IN SOLID SAMPLES BY GC/MS",""
"6917","1564","2,2',3,3',6,6'-HEXACHLOROBIPHENYL (PCB 136)","2,2',3,3',6,6'-HEXACHLOROBIPHÉNYLE (BPC 136)","PCB","BPC","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","3700","AXYS METHOD MLA-007: ANALYTICAL METHOD FOR THE DETERMINATION OF PCB AROCLORS, TOTAL PCBS AND PCB CONGENERS, CHLORINATED PESTICIDES, CHLOROBENZENES, TECHNICAL TOXAPHENE, TOXAPHENE CONGENERS/PARLARS IN SOLID SAMPLES BY GC/MS",""
"6918","1555","2,2',3,4,4',5-HEXACHLOROBIPHENYL (PCB 137)","2,2',3,4,4',5-HEXACHLOROBIPHÉNYLE (BPC 137)","PCB","BPC","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","3700","AXYS METHOD MLA-007: ANALYTICAL METHOD FOR THE DETERMINATION OF PCB AROCLORS, TOTAL PCBS AND PCB CONGENERS, CHLORINATED PESTICIDES, CHLOROBENZENES, TECHNICAL TOXAPHENE, TOXAPHENE CONGENERS/PARLARS IN SOLID SAMPLES BY GC/MS",""
"6919","1489","2,2',3,4,4',5/2,3,3',4',5,6/2,3,3',4',5',6-HEXACHLOROBIPHENYL (PCB 138/163/164)","2,2',3,4,4',5/2,3,3',4',5,6/2,3,3',4',5',6-HEXACHLOROBIPHÉNYLE (BPC 138/163/164)","PCB","BPC","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","3700","AXYS METHOD MLA-007: ANALYTICAL METHOD FOR THE DETERMINATION OF PCB AROCLORS, TOTAL PCBS AND PCB CONGENERS, CHLORINATED PESTICIDES, CHLOROBENZENES, TECHNICAL TOXAPHENE, TOXAPHENE CONGENERS/PARLARS IN SOLID SAMPLES BY GC/MS",""
"6920","1762","PCB 149/139","BPC 149/139","PCB","BPC","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","3700","AXYS METHOD MLA-007: ANALYTICAL METHOD FOR THE DETERMINATION OF PCB AROCLORS, TOTAL PCBS AND PCB CONGENERS, CHLORINATED PESTICIDES, CHLOROBENZENES, TECHNICAL TOXAPHENE, TOXAPHENE CONGENERS/PARLARS IN SOLID SAMPLES BY GC/MS",""
"6921","1763","PCB 140","BPC 140","PCB","BPC","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","3700","AXYS METHOD MLA-007: ANALYTICAL METHOD FOR THE DETERMINATION OF PCB AROCLORS, TOTAL PCBS AND PCB CONGENERS, CHLORINATED PESTICIDES, CHLOROBENZENES, TECHNICAL TOXAPHENE, TOXAPHENE CONGENERS/PARLARS IN SOLID SAMPLES BY GC/MS",""
"6922","1557","2,2',3,4,5,5'-HEXACHLOROBIPHENYL (PCB 141)","2,2',3,4,5,5'-HEXACHLOROBIPHÉNYLE (BPC 141)","PCB","BPC","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","3700","AXYS METHOD MLA-007: ANALYTICAL METHOD FOR THE DETERMINATION OF PCB AROCLORS, TOTAL PCBS AND PCB CONGENERS, CHLORINATED PESTICIDES, CHLOROBENZENES, TECHNICAL TOXAPHENE, TOXAPHENE CONGENERS/PARLARS IN SOLID SAMPLES BY GC/MS",""
"6923","3874","CL6-PCB-145","CL6-BPC-145","PCB","BPC","NG/G DWT","NANOGRAM PER GRAM DRY WEIGHT","NANOGRAMME PAR GRAMME POIDS SEC","3700","AXYS METHOD MLA-007: ANALYTICAL METHOD FOR THE DETERMINATION OF PCB AROCLORS, TOTAL PCBS AND PCB CONGENERS, CHLORINATED PESTICIDES, CHLOROBENZENES, TECHNICAL TOXAPHENE, TOXAPHENE CONGENERS/PARLARS IN SOLID SAMPLES BY GC/MS",""
